lat,lon,name,admin1,admin2,cc
-6.26083,-36.51778,Currais Novos,,,BR
-9.01391,-44.39892,Currais,,,BR
-8.99028,-39.90944,Curaçá,,,BR
-8.61667,-35.95,Cupira,,,BR
-8.00611,-35.69722,Cumaru,,,BR
-6.89333,-35.52333,Cuitegi,,,BR
-6.48361,-36.15361,Cuité,,,BR
-6.41167,-36.78972,Cruzeta,,,BR
-7.14,-35.08639,Cruz do Espírito Santo,,,BR
-8.23945,-40.33227,Santa Cruz,,,BR
-2.9211,-40.17589,Cruz,,,BR
-4.41594,-40.90471,Croatá,,,BR
-8.81778,-44.22417,Cristino Castro,,,BR
-7.23417,-39.40944,Crato,,,BR
-5.17775,-40.66949,Crateús,,,BR
-9.61806,-36.76806,Craíbas,,,BR
-7.62667,-36.60583,Coxixola,,,BR
-8.36102,-49.17784,Couto Magalhães,,,BR
-5.84426,-40.70195,Quiterianópolis,,,BR
-8.47028,-35.54111,Cortês,,,BR
-9.12889,-36.33028,Correntes,,,BR
-6.25972,-38.44361,Coronel João Pessoa,,,BR
-6.3825,-36.21472,Coronel Ezequiel,,,BR
-4.13,-44.12417,Coroatá,,,BR
-7.01444,-37.94583,Coremas,,,BR
-3.55097,-40.65724,Coreaú,,,BR
-9.63833,-35.80306,Coqueiro Seco,,,BR
-7.79694,-36.65972,Congo,,,BR
-7.58583,-35.10583,Condado,,,BR
-6.91021,-37.6001,Condado,,,BR
-7.87778,-41.59694,Conceição do Canindé,,,BR
-8.26441,-49.26982,Conceição do Araguaia,,,BR
-7.56222,-38.50889,Conceição,,,BR
-6.79726,-42.27932,Santa Rosa do Piauí,,,BR
-8.90889,-35.725,Colônia Leopoldina,,,BR
-7.22889,-42.1785,Colônia do Piauí,,,BR
-6.02583,-44.24917,Colinas,,,BR
-0.93667,-48.28167,Colares,,,BR
-5.08944,-42.20333,Coivaras,,,BR
-9.63222,-36.57861,Coité do Nóia,,,BR
-4.25667,-43.01278,Coelho Neto,,,BR
-4.45528,-43.88556,Codó,,,BR
-3.60147,-41.44311,Cocal dos Alves,,,BR
-3.47194,-41.5575,Cocal,,,BR
-8.97972,-39.09639,Chorrochó,,,BR
-4.30028,-38.49778,Chorozinho,,,BR
-4.84333,-39.14111,Choró,,,BR
-0.16,-49.98833,Chaves,,,BR
-3.03361,-41.24389,Chaval,,,BR
-9.25528,-36.29611,Chã Preta,,,BR
-3.74167,-43.36028,Chapadinha,,,BR
-6.41137,-48.53103,Xambioá,,,BR
-8.23833,-35.46167,Chã Grande,,,BR
-8.00111,-35.21278,Chã de Alegria,,,BR
-6.04556,-36.34583,Cerro Corá,,,BR
-7.72167,-39.23889,Cedro,,,BR
-6.60667,-39.06222,Cedro,,,BR
-5.63444,-35.42556,Ceará-Mirim,,,BR
-3.4175,-41.89611,Caxingó,,,BR
-4.85889,-43.35611,Caxias,,,BR
-3.73611,-38.65306,Caucaia,,,BR
-7.42028,-36.02722,Caturité,,,BR
-4.64778,-40.20139,Catunda,,,BR
-6.34389,-37.74667,Catolé do Rocha,,,BR
-9.51729,-43.01026,Campo Alegre de Lourdes,,,BR
-7.12556,-37.60889,Catingueira,,,BR
-8.66667,-35.71667,Catende,,,BR
-6.13083,-39.8775,Catarina,,,BR
-5.32222,-41.5525,Castelo do Piauí,,,BR
-1.29389,-47.92639,Castanhal,,,BR
-7.74111,-35.72111,Casinhas,,,BR
-4.13306,-38.24194,Cascavel,,,BR
-9.17419,-40.97514,Casa Nova,,,BR
-1.20736,-46.0236,Carutapera,,,BR
-8.28333,-35.97611,Caruaru,,,BR
-7.03889,-38.34361,Carrapateira,,,BR
-7.85083,-35.25472,Carpina,,,BR
-7.33561,-47.46218,Carolina,,,BR
-9.4825,-37.37722,Carneiros,,,BR
-4.16667,-40.94278,Carnaubal,,,BR
-5.33752,-36.83421,Carnaubais,,,BR
-6.55556,-36.595,Carnaúba dos Dantas,,,BR
-8.31855,-38.74357,Carnaubeira da Penha,,,BR
-8.7,-37.66667,Carnaíba,,,BR
-7.80528,-37.79389,Carnaíba,,,BR
-6.53722,-39.49667,Cariús,,,BR
-7.04222,-39.28361,Caririaçu,,,BR
-3.95056,-40.47333,Cariré,,,BR
-7.73241,-40.988,Caridade do Piauí,,,BR
-4.23222,-39.1925,Caridade,,,BR
-3.19695,-59.82674,Careiro da Várzea,,,BR
-7.72073,-36.49401,Caraúbas,,,BR
-5.7925,-37.55667,Caraúbas,,,BR
-9.27861,-43.33,Caracol,,,BR
-8.73472,-36.62667,Capoeiras,,,BR
-1.74639,-47.05944,Capitão Poço,,,BR
-4.45667,-41.9425,Capitão de Campos,,,BR
-4.47,-38.90139,Capistrano,,,BR
-6.91611,-35.17167,Capim,,,BR
-9.4075,-36.07361,Capela,,,BR
-1.19583,-47.18083,Capanema,,,BR
-9.89667,-39.02639,Canudos,,,BR
-5.06778,-36.78167,Porto do Mangue,,,BR
-8.11,-42.94444,Canto do Buriti,,,BR
-3.63333,-44.37667,Cantanhede,,,BR
-9.66,-37.78944,Canindé de São Francisco,,,BR
-4.35889,-39.31167,Canindé,,,BR
-8.88222,-36.19111,Canhotinho,,,BR
-6.38,-35.12889,Canguaretama,,,BR
-1.4532,-45.72831,Cândido Mendes,,,BR
-7.68806,-43.72056,Canavieira,,,BR
-9.11694,-37.60222,Canapi,,,BR
-6.81674,-41.34592,São João da Canabrava,,,BR
-7.40694,-35.27444,Camutanga,,,BR
-7.07444,-40.37611,Campos Sales,,,BR
-6.24139,-36.1825,Campo Redondo,,,BR
-4.82778,-42.16861,Campo Maior,,,BR
-3.81079,-42.62896,Campo Largo do Piauí,,,BR
-7.13366,-41.0376,Campo Grande do Piauí,,,BR
-9.78194,-36.35083,Campo Alegre,,,BR
-8.37682,-41.83698,Campo Alegre do Fidalgo,,,BR
-7.66028,-41.88167,Campinas do Piauí,,,BR
-7.23056,-35.88111,Campina Grande,,,BR
-8.84583,-35.56806,Campestre,,,BR
-8.35861,-35.76194,Camocim de São Félix,,,BR
-2.90222,-40.84111,Camocim,,,BR
-2.24444,-49.49583,Cametá,,,BR
-8.02167,-34.98111,Camaragibe,,,BR
-7.88889,-36.82333,Camalaú,,,BR
-7.94139,-38.15,Calumbi,,,BR
-7.33243,-40.63875,Caldeirão Grande do Piauí,,,BR
2.4975,-50.94861,Calçoene,,,BR
-8.74222,-36.33389,Calçado,,,BR
-9.70926,-36.44785,Cajueiro,,,BR
-9.39667,-36.15361,Cajueiro,,,BR
-5.15212,-35.51688,Cajueiro,,,BR
-2.93098,-41.33597,Cajueiro da Praia,,,BR
-6.79329,-42.39378,Cajazeiras do Piauí,,,BR
-6.96111,-37.80611,Cajazeirinhas,,,BR
-6.89028,-38.55528,Cajazeiras,,,BR
-3.32083,-45.01083,Cajari,,,BR
-2.88083,-44.67472,Cajapió,,,BR
-6.45833,-37.09778,Caicó,,,BR
-5.76028,-35.99833,Caiçara do Rio do Vento,,,BR
-5.06253,-36.05013,Caiçara do Norte,,,BR
-6.615,-35.46861,Caiçara,,,BR
-8.77306,-36.6225,Caetés,,,BR
-9.40028,-36.99028,Cacimbinhas,,,BR
-7.21111,-37.0575,Cacimbas,,,BR
-6.64167,-35.79,Cacimba de Dentro,,,BR
-7.12944,-37.15722,Cacimba de Areia,,,BR
-8.48639,-36.23306,Cachoeirinha,,,BR
-6.92694,-38.67417,Cachoeira dos Índios,,,BR
-1.01139,-48.96333,Cachoeira do Arari,,,BR
-2.9298,-44.05438,Cachoeira Grande,,,BR
-8.51417,-39.31,Cabrobó,,,BR
-8.28773,-35.02925,Cabo de Santo Agostinho,,,BR
-6.98111,-34.83389,Cabedelo,,,BR
-4.47611,-42.30858,Cabeceiras do Piauí,,,BR
-9.7263,-43.90865,Morro Cabeça no Tempo,,,BR
-7.48889,-36.28722,Cabaceiras,,,BR
-7.51556,-34.90833,Caaporã,,,BR
-5.59164,-47.01531,Buritirana,,,BR
-5.31194,-41.09722,Buriti dos Montes,,,BR
-3.175,-41.86694,Buriti dos Lopes,,,BR
-5.83722,-43.83361,Buriti Bravo,,,BR
-3.94222,-42.925,Buriti,,,BR
-1.515,-48.04472,Bujaru,,,BR
-8.62306,-37.15583,Buíque,,,BR
-1.68222,-50.48028,Breves,,,BR
-7.49333,-38.98722,Brejo Santo,,,BR
-6.37667,-37.82472,Brejo dos Santos,,,BR
-6.34861,-37.49833,Brejo do Cruz,,,BR
-8.14583,-36.37111,Brejo da Madre de Deus,,,BR
-8.20673,-42.83468,Brejo do Piauí,,,BR
-3.68444,-42.75028,Brejo,,,BR
-9.1,-38.28333,Brejinho,,,BR
-7.34944,-37.28611,Brejinho,,,BR
-6.19083,-35.35667,Brejinho,,,BR
-9.03028,-36.56861,Brejão,,,BR
-4.13044,-41.78228,Brasileira,,,BR
-9.24556,-36.01528,Branquinha,,,BR
-1.05361,-46.76556,Bragança,,,BR
-6.80333,-35.58,Borborema,,,BR
-4.39143,-59.58864,Borba,,,BR
-7.48179,-36.13222,Boqueirão,,,BR
-7.31333,-38.515,Bonito de Santa Fé,,,BR
-8.47028,-35.72861,Bonito,,,BR
-1.3625,-47.30583,Bonito,,,BR
-9.16935,-42.8754,Bonfim do Piauí,,,BR
-6.445,-37.92944,Bom Sucesso,,,BR
-3.1919,-41.64378,Bom Princípio do Piauí,,,BR
-4.37204,-45.0337,Bom Lugar,,,BR
-9.07444,-44.35861,Bom Jesus,,,BR
-8.965,-48.16639,Bom Jesus do Tocantins,,,BR
-6.81553,-38.65436,Bom Jesus,,,BR
-5.98389,-35.58139,Bom Jesus,,,BR
-7.79583,-35.58722,Bom Jardim,,,BR
-7.01667,-46.48333,Bom Jardim,,,BR
-9.16972,-36.67972,Bom Conselho,,,BR
-7.52285,-35.99779,Barra de Santana,,,BR
-7.77833,-39.94111,Bodocó,,,BR
-5.98833,-36.41306,Bodó,,,BR
-6.9425,-41.3225,Bocaina,,,BR
-9.64139,-36.22028,Boca da Mata,,,BR
-7.25944,-36.24,Boa Vista,,,BR
-5.1275,-39.73222,Boa Viagem,,,BR
-5.28132,-35.56673,Boa Cica,,,BR
-8.23333,-35.79694,Bezerros,,,BR
-8.27472,-38.03417,Betânia,,,BR
-7.64111,-43.95139,Bertolínia,,,BR
-2.44889,-44.7825,Bequimão,,,BR
-5.69389,-35.81972,Bento Fernandes,,,BR
-1.36139,-48.24472,Benevides,,,BR
-7.22278,-44.55833,Benedito Leite,,,BR
-5.45,-42.36667,Beneditinos,,,BR
-2.63639,-54.93722,Belterra,,,BR
-9.82833,-37.28,Belo Monte,,,BR
-8.33556,-36.42417,Belo Jardim,,,BR
-6.18861,-37.53583,Belém do Brejo do Cruz,,,BR
-8.75389,-38.96583,Belém de São Francisco,,,BR
-8.62556,-35.83,Belém de Maria,,,BR
-9.57111,-36.49222,Belém,,,BR
-6.69167,-35.53333,Belém,,,BR
-1.45583,-48.50444,Belém,,,BR
-3.05056,-40.16778,Bela Cruz,,,BR
-4.17972,-38.13056,Beberibe,,,BR
-7.125,-34.93222,Bayeux,,,BR
-4.32861,-38.88472,Baturité,,,BR
-9.67778,-37.12472,Batalha,,,BR
-4.025,-42.075,Batalha,,,BR
-3.01889,-41.13611,Barroquinha,,,BR
-5.81694,-42.51306,Barro Duro,,,BR
-7.17846,-38.78003,Barro,,,BR
-6.71667,-38.86667,Barro,,,BR
-8.81833,-35.18639,Barreiros,,,BR
-2.75556,-42.82591,Barreirinhas,,,BR
-2.79333,-57.07,Barreirinha,,,BR
-4.28694,-38.64306,Barreira,,,BR
-4.24444,-42.29444,Barras,,,BR
-5.50556,-45.24333,Barra do Corda,,,BR
-9.84,-35.90778,Barra de São Miguel,,,BR
-9.40472,-35.50722,Barra de Santo Antônio,,,BR
-6.71972,-36.06056,Barra de Santa Rosa,,,BR
-5.95056,-35.92639,Barcelona,,,BR
-1.50583,-48.62583,Barcarena,,,BR
-7.31111,-39.30417,Barbalha,,,BR
-6.64278,-36.25361,Baraúna,,,BR
-5.08,-37.61667,Baraúna,,,BR
-6.75639,-43.02417,Barão de Grajaú,,,BR
-6.75,-35.63333,Bananeiras,,,BR
-7.5325,-46.03556,Balsas,,,BR
-6.73,-38.71694,Baixio,,,BR
-5.86497,-42.18686,São Miguel da Baixa Grande,,,BR
-5.21833,-35.61725,Baixa do QuinQuim,,,BR
-2.79056,-49.67167,Baião,,,BR
-6.36944,-35.00778,Baía Formosa,,,BR
-6.68833,-34.93583,Baía da Traição,,,BR
-1.89969,-50.20821,Bagre,,,BR
-2.70583,-44.73778,Bacurituba,,,BR
-1.72751,-45.14216,Bacuri,,,BR
-4.23246,-44.78164,Bacabal,,,BR
-7.20472,-47.75694,Babaçulândia,,,BR
-5.6145,-47.76884,Axixá do Tocantins,,,BR
-2.83694,-44.05333,Axixá,,,BR
-3.60556,-55.33167,Aveiro,,,BR
-3.57972,-59.13056,Autazes,,,BR
-6.9425,-38.9675,Aurora,,,BR
-5.86389,-37.31,Campo Grande,,,BR
-1.02167,-46.635,Augusto Corrêa,,,BR
-9.50194,-36.02278,Atalaia,,,BR
-7.07444,-36.73111,Assunção,,,BR
-5.86294,-41.04916,Assunção do Piauí,,,BR
-6.87444,-39.875,Assaré,,,BR
-6.65472,-42.53167,Arraial,,,BR
-7.54528,-35.7075,Aroeiras,,,BR
-7.27951,-41.56358,Aroeiras do Itaim,,,BR
-6.11889,-41.79306,Aroazes,,,BR
-6.32361,-40.16056,Arneiroz,,,BR
-6.19444,-35.16028,Arês,,,BR
-7.12278,-36.94111,Areia de Baraúnas,,,BR
-4.95611,-37.13694,Areia Branca,,,BR
-6.96333,-35.69167,Areia,,,BR
-8.41889,-37.05389,Arcoverde,,,BR
-4.41833,-39.045,Aratuba,,,BR
-6.55833,-35.74167,Araruna,,,BR
-7.57611,-40.49833,Araripina,,,BR
-7.21337,-40.137,Araripe,,,BR
-3.45361,-44.78,Arari,,,BR
-4.75278,-40.83278,Ararendá,,,BR
-6.82833,-35.75833,Arara,,,BR
-7.65778,-49.06389,Arapoema,,,BR
-9.7525,-36.66111,Arapiraca,,,BR
-2.89,-41.90306,Araioses,,,BR
-5.65084,-48.11119,Araguatins,,,BR
-6.58111,-48.64444,Araguanã,,,BR
-7.19111,-48.20722,Araguaína,,,BR
-8.80361,-49.55639,Araguacema,,,BR
-7.79028,-35.09083,Araçoiaba,,,BR
-4.37111,-38.81417,Aracoiaba,,,BR
-4.56167,-37.76972,Aracati,,,BR
-6.85306,-35.38111,Araçagi,,,BR
-3.90139,-38.39111,Aquiraz,,,BR
-3.94889,-39.43167,Apuiarés,,,BR
-5.66417,-37.79889,Apodi,,,BR
-6.78444,-38.08667,Aparecida,,,BR
-6.21278,-37.90556,Antônio Martins,,,BR
-6.775,-39.98917,Antonina do Norte,,,BR
-6.72917,-38.44889,São João do Rio do Peixe,,,BR
-5.66556,-36.60111,Angicos,,,BR
-6.08556,-42.73917,Angical do Piauí,,,BR
-8.89028,-36.28583,Angelim,,,BR
-3.67167,-43.11611,Anapurus,,,BR
-1.36556,-48.37222,Ananindeua,,,BR
-6.36528,-48.07278,Ananás,,,BR
-3.26444,-44.61972,Anajatuba,,,BR
-0.98667,-49.94,Anajás,,,BR
-9.68444,-36.30417,Anadia,,,BR
-7.56806,-37.06361,Amparo,,,BR
-3.36167,-39.83167,Amontada,,,BR
-5.56667,-46.74222,Amarante do Maranhão,,,BR
-6.24316,-42.84544,Amarante,,,BR
-8.38306,-35.4525,Amaraji,,,BR
2.045,-50.78821,Amapá,,,BR
-5.52083,-38.27167,Alto Santo,,,BR
-5.03806,-42.46,Altos,,,BR
-9.11083,-45.92972,Alto Parnaíba,,,BR
-5.25111,-42.21028,Alto Longá,,,BR
-5.28833,-36.76222,Alto do Rodrigues,,,BR
-8.48972,-36.05944,Altinho,,,BR
-2.50361,-54.9525,Alter do Chão,,,BR
-7.00167,-39.74056,Altaneira,,,BR
-4.16638,-45.46515,Altamira do Maranhão,,,BR
-3.20333,-52.20639,Altamira,,,BR
-6.15222,-37.76611,Almino Afonso,,,BR
-1.52333,-52.58167,Almeirim,,,BR
-7.60333,-35.23083,Aliança,,,BR
-7.43861,-34.91444,Alhandra,,,BR
-6.9043,-36.00833,Algodão de Jandaíra,,,BR
-6.4125,-38.01583,Alexandria,,,BR
-1.94167,-54.73833,Alenquer,,,BR
-7.24298,-40.85986,Alegrete do Piauí,,,BR
-7.74389,-36.05611,Alcantil,,,BR
-3.58889,-40.54556,Alcântaras,,,BR
-2.4041,-44.41669,Alcântara,,,BR
-8.46639,-36.77583,Alagoinha,,,BR
-7.00956,-40.93792,Alagoinha do Piauí,,,BR
-6.95,-35.545,Alagoinha,,,BR
-7.07083,-35.75833,Alagoa Nova,,,BR
-7.04159,-35.62699,Alagoa Grande,,,BR
-7.10552,-35.86855,São Sebastião de Lagoa de Roça,,,BR
-6.57361,-40.12361,Aiuaba,,,BR
-7.09194,-38.17056,Aguiar,,,BR
-9.11139,-37.12306,Águas Belas,,,BR
-8.7075,-35.53056,Água Preta,,,BR
-6.20597,-38.29157,Água Nova,,,BR
-9.26083,-37.93611,Água Branca,,,BR
-7.51194,-37.64056,Água Branca,,,BR
-5.89222,-42.63611,Água Branca,,,BR
-5.79671,-42.66181,Agricolândia,,,BR
-8.45806,-35.94472,Agrestina,,,BR
-0.15667,-50.38667,Afuá,,,BR
-8.515,-41.005,Afrânio,,,BR
-5.49833,-36.50556,Afonso Bezerra,,,BR
-7.75083,-37.63917,Afogados da Ingazeira,,,BR
-8.215,-41.08167,Acauã,,,BR
-5.57667,-36.90861,Açu,,,BR
-6.09528,-39.4525,Acopiara,,,BR
-6.43556,-36.63889,Acari,,,BR
-2.88556,-40.12,Acaraú,,,BR
-4.22417,-38.70833,Acarape,,,BR
-1.96083,-48.19667,Acará,,,BR
-7.91167,-34.90278,Abreu e Lima,,,BR
-8.72028,-39.11389,Abaré,,,BR
-7.36035,-39.04888,Abaiara,,,BR
-1.71806,-48.8825,Abaetetuba,,,BR
0.95,-59.91181,São João da Baliza,,,BR
-3.48278,-42.50444,Madeiro,,,BR
-3.32383,-42.08982,Murici dos Portelas,,,BR
-3.625,-43.11111,Mata Roma,,,BR
-3.50833,-42.19778,Joaquim Pires,,,BR
-3.81484,-42.45241,São João do Arraial,,,BR
-2.56497,-57.87259,São Sebastião do Uatumã,,,BR
-2.96972,-57.58684,Boa Vista do Ramos,,,BR
-9.62139,-49.15083,Abreulândia,,,BR
-6.38917,-47.86444,Angico,,,BR
-9.95167,-47.97222,Aparecida do Rio Negro,,,BR
-7.15972,-48.5275,Aragominas,,,BR
-5.46854,-47.88863,Augustinópolis,,,BR
-9.83556,-48.72528,Barrolândia,,,BR
-7.87361,-48.88833,Bernardo Sayão,,,BR
-8.3875,-48.48111,Brasilândia do Tocantins,,,BR
-5.31528,-48.22972,Buriti do Tocantins,,,BR
-7.99389,-46.86806,Campos Lindos,,,BR
-7.03333,-48.39611,Carmolândia,,,BR
-9.27833,-49.95556,Caseara,,,BR
-8.95056,-47.33583,Centenário,,,BR
-8.72944,-48.76472,Colméia,,,BR
-9.79972,-49.21389,Divinópolis do Tocantins,,,BR
-5.34278,-48.51139,Esperantina,,,BR
-9.05722,-48.51889,Fortaleza do Tabocão,,,BR
-8.38389,-48.11139,Itapiratins,,,BR
-8.11944,-49.06472,Juarina,,,BR
-9.79583,-49.65417,Marianópolis do Tocantins,,,BR
-6.6125,-47.54583,Palmeiras do Tocantins,,,BR
-8.53944,-48.50611,Presidente Kennedy,,,BR
-8.72778,-47.24306,Recursolândia,,,BR
-9.345,-48.53528,Rio dos Bois,,,BR
-9.34361,-47.90194,Rio Sono,,,BR
-5.34833,-47.87306,Sampaio,,,BR
-7.15583,-48.70278,Santa Fé do Araguaia,,,BR
-8.77542,-47.74745,Santa Maria do Tocantins,,,BR
-5.55196,-47.57811,São Miguel do Tocantins,,,BR
-6.84917,-47.96306,Wanderlândia,,,BR
-5.95306,-47.50639,Maurilândia do Tocantins,,,BR
-6.12032,-47.9213,Cachoeirinha,,,BR
-8.05917,-48.475,Colinas do Tocantins,,,BR
-6.70707,-47.74927,Darcinópolis,,,BR
-9.52944,-48.59,Miranorte,,,BR
-7.14583,-48.61,Muricilândia,,,BR
-6.77361,-48.29694,Piraquê,,,BR
-21.05222,-50.05083,Zacarias,,,BR
-10.82294,-42.72815,Xique-Xique,,,BR
-26.96167,-52.53472,Xaxim,,,BR
-27.06861,-52.34194,Xavantina,,,BR
-21.30156,-52.82879,Santa Rita do Pardo,,,BR
-23.03889,-49.70944,Chavantes,,,BR
-26.87694,-52.40417,Xanxerê,,,BR
-23.73611,-53.49,Xambrê,,,BR
-26.92611,-49.79583,Witmarsum,,,BR
-12.28694,-41.16833,Wagner,,,BR
-10.01252,-37.89466,Pedro Alexandre,,,BR
-20.42278,-49.97278,Votuporanga,,,BR
-23.54667,-47.43778,Votorantim,,,BR
-22.52306,-44.10417,Volta Redonda,,,BR
-21.77056,-42.53889,Volta Grande,,,BR
-26.26506,-52.78068,Vitorino,,,BR
-14.86611,-40.83944,Vitória da Conquista,,,BR
-20.19667,-50.48444,Vitória Brasil,,,BR
-20.31944,-40.33778,Vitória,,,BR
-27.2891,-53.70297,Vista Gaúcha,,,BR
-21.17056,-48.62917,Vista Alegre do Alto,,,BR
-28.80812,-51.78744,Vista Alegre do Prata,,,BR
-21.01028,-42.84056,Visconde do Rio Branco,,,BR
-25.38111,-52.19944,Virmond,,,BR
-18.47583,-42.30667,Virgolândia,,,BR
-18.82278,-42.70389,Virginópolis,,,BR
-22.33333,-45.09167,Virgínia,,,BR
-16.80444,-42.34306,Virgem da Lapa,,,BR
-20.87306,-48.29694,Viradouro,,,BR
-23.02972,-46.97528,Vinhedo,,,BR
-20.32972,-40.2925,Vila Velha,,,BR
-26.77669,-53.05434,Modelo,,,BR
-23.58833,-46.63464,Vila Mariana,,,BR
-23.51408,-46.58625,Vila Maria,,,BR
-22.41564,-54.23005,Glória de Dourados,,,BR
-28.86278,-51.53333,Vila Flores,,,BR
-20.86583,-42.24361,Vieiras,,,BR
-27.00833,-51.15167,Videira,,,BR
-27.39194,-49.35583,Vidal Ramos,,,BR
-20.75389,-42.88194,Viçosa,,,BR
-27.16194,-53.40528,Vicente Dutra,,,BR
-16.74194,-48.51639,Vianópolis,,,BR
-20.39028,-40.49611,Viana,,,BR
-30.08111,-51.02333,Viamão,,,BR
-27.56944,-52.02028,Viadutos,,,BR
-29.0675,-51.85917,Vespasiano Corrêa,,,BR
-19.69194,-43.92333,Vespasiano,,,BR
-20.03611,-42.26694,Vermelho Novo,,,BR
-19.66333,-48.30833,Veríssimo,,,BR
-17.39944,-42.73556,Veredinha,,,BR
-25.88139,-52.90778,Verê,,,BR
-28.93611,-51.54944,Veranópolis,,,BR
-22.21972,-49.81944,Vera Cruz,,,BR
-12.63333,-41.03333,Vera Cruz,,,BR
-24.24583,-50.24278,Ventania,,,BR
-20.32693,-41.13427,Venda Nova do Imigrante,,,BR
-23.87389,-49.80278,Wenceslau Braz,,,BR
-29.60639,-52.19194,Venâncio Aires,,,BR
-17.98694,-46.90778,Vazante,,,BR
-22.40389,-43.6625,Vassouras,,,BR
-30.6124,-51.58123,Sentinela do Sul,,,BR
-15.70139,-44.0275,Varzelândia,,,BR
-12.97167,-39.39389,Varzedo,,,BR
-23.21139,-46.82833,Várzea Paulista,,,BR
-11.25552,-40.9469,Várzea Nova,,,BR
-15.64667,-56.1325,Várzea Grande,,,BR
-11.52917,-40.32028,Várzea do Poço,,,BR
-17.5976,-44.73367,Várzea da Palma,,,BR
-20.93111,-41.86861,Varre-Sai,,,BR
-17.04528,-49.63111,Varjão,,,BR
-21.55139,-45.43028,Varginha,,,BR
-21.83222,-46.89361,Vargem Grande do Sul,,,BR
-11.60667,-40.13722,Várzea da Roça,,,BR
-20.32667,-46.36611,Vargem Bonita,,,BR
-20.67139,-41.00694,Vargem Alta,,,BR
-19.60833,-42.29833,Vargem Alegre,,,BR
-22.88889,-46.41361,Vargem,,,BR
-12.12,-43.8875,Wanderley,,,BR
-21.22778,-50.86833,Valparaíso,,,BR
-22.97056,-46.99583,Valinhos,,,BR
-11.63333,-48.23333,Valério,,,BR
-20.42222,-50.0875,Valentim Gentil,,,BR
-11.41222,-39.46194,Valente,,,BR
-22.24556,-43.70028,Valença,,,BR
-13.37028,-39.07306,Valença,,,BR
-28.51222,-50.93389,Vacaria,,,BR
-12.08167,-41.09444,Utinga,,,BR
-17.46361,-48.20167,Urutaí,,,BR
-28.51778,-49.32083,Urussanga,,,BR
-21.20167,-49.29,Urupês,,,BR
-27.95278,-49.87306,Urupema,,,BR
-29.75472,-57.08833,Uruguaiana,,,BR
-16.1325,-45.74222,Urucuia,,,BR
-14.59306,-39.28444,Uruçuca,,,BR
-20.35083,-42.73944,Urucânia,,,BR
-28.015,-49.59167,Urubici,,,BR
-15.5036,-49.68266,Uruana,,,BR
-14.52472,-49.14083,Uruaçu,,,BR
-21.78389,-49.28083,Uru,,,BR
-20.24611,-50.64306,Urânia,,,BR
-14.77139,-42.655,Urandi,,,BR
-23.1975,-50.79639,Uraí,,,BR
-29.04722,-55.15028,Unistalda,,,BR
-23.08694,-52.15722,Uniflor,,,BR
-19.6879,-43.58335,Nova União,,,BR
-26.23,-51.08639,União da Vitória,,,BR
-20.88824,-49.89815,União Paulista,,,BR
-16.3575,-46.90611,Unaí,,,BR
-15.29333,-39.07528,Una,,,BR
-23.76639,-53.325,Umuarama,,,BR
-17.25583,-40.57278,Umburatiba,,,BR
-10.73278,-41.32639,Umburanas,,,BR
-11.38333,-37.65778,Umbaúba,,,BR
-11.33694,-42.1325,Uibaí,,,BR
-20.95278,-49.17472,Uchoa,,,BR
-28.04611,-54.68056,Ubiretama,,,BR
-22.52667,-49.66306,Ubirajara,,,BR
-18.91861,-48.27722,Uberlândia,,,BR
-19.74833,-47.93194,Uberaba,,,BR
-23.43389,-45.07111,Ubatuba,,,BR
-14.20906,-39.52641,Ubatã,,,BR
-21.16556,-49.7175,Ubarana,,,BR
-19.63528,-42.10556,Ubaporanga,,,BR
-14.3125,-39.32333,Ubaitaba,,,BR
-13.26806,-39.66278,Ubaíra,,,BR
-16.28528,-44.77806,Ubaí,,,BR
-21.12,-42.94278,Ubá,,,BR
-28.92611,-49.67917,Turvo,,,BR
-25.04278,-51.52972,Turvo,,,BR
-16.61444,-50.13417,Turvânia,,,BR
-20.05167,-50.47611,Turmalina,,,BR
-17.28556,-42.73,Turmalina,,,BR
-20.94919,-50.10774,Turiúba,,,BR
-21.38111,-51.57056,Tupi Paulista,,,BR
-12.6623,-40.60652,Boa Vista do Tupim,,,BR
-27.75639,-54.48167,Tuparendi,,,BR
-29.47639,-51.42111,Tupandi,,,BR
-29.08056,-53.83583,Tupanciretã,,,BR
-18.59222,-48.705,Tupaciguara,,,BR
-21.93472,-50.51361,Tupã,,,BR
-23.87056,-52.87611,Tuneiras do Oeste,,,BR
-29.10306,-52.95611,Tunas,,,BR
-18.97917,-41.64528,Tumiritinga,,,BR
-22.81639,-46.69361,Tuiuti,,,BR
-23.47544,-46.60609,Tucuruvi,,,BR
-27.65694,-54.44028,Tucunduva,,,BR
-10.95817,-38.79084,Tucano,,,BR
-28.46667,-49.00694,Tubarão,,,BR
-27.29917,-49.79028,Trombudo Central,,,BR
-29.60817,-52.6818,Vale do Sol,,,BR
-13.50861,-48.74,Trombas,,,BR
-29.94333,-51.71806,Triunfo,,,BR
-10.33503,-38.4201,Novo Triunfo,,,BR
-28.38881,-51.84703,David Canabarro,,,BR
-27.52104,-52.89495,Trindade do Sul,,,BR
-16.64944,-49.48889,Trindade,,,BR
-27.00167,-51.40639,Treze Tílias,,,BR
-28.55889,-49.14778,Treze de Maio,,,BR
